Label,cleaned_review_text,count_positive_words,count_negative_words,contain_no,contain_not,contain_exclamation,log_review_length,emotion_label,sentiment_score
1,fast clear print quality scanner cartridge !,2,0,0,0,1,3.784189633918261,0,0.1625
0,price only memory stick and blue flash syndrome,0,1,0,0,0,3.8501476017100584,0,0.0
1,quick high quality printer and printing,0,0,0,0,0,3.6635616461296463,2,0.24666666666666665
1,take picture,0,0,0,0,0,2.4849066497880004,2,0.0
0,can be difficult to remove infant seat from base and from stroller point harness,0,1,0,0,0,4.382026634673881,0,-0.65
0,not master the zoom yet oh ya no video out,1,0,1,1,0,3.7376696182833684,1,0.0
1,tiny cute good picture !,2,0,0,0,1,3.1780538303479458,1,0.4583333333333333
0,be you kid,0,0,0,0,0,2.302585092994046,2,0.0
0,the camera s screen viewer be in an awkward place and often accumulate streak from nose press against it one other thing be sometimes real close up be smudge look but that could be my poor photography,0,3,0,0,0,5.298317366548036,2,-0.23124999999999998
1,very light weight easy to open,1,0,0,0,0,3.4011973816621555,1,0.31777777777777777
0,easy to lose,1,1,0,0,0,2.4849066497880004,0,0.43333333333333335
1,good quality reasonable price,2,0,0,0,0,3.367295829986474,1,0.44999999999999996
0,eat battery like no body s business !,1,0,1,0,1,3.6109179126442243,0,0.0
0,quiet ring antenna be flimsy,1,1,0,0,0,3.332204510175204,2,0.0
1,huge resolution megapixel ! more zoom than average easy to use,1,0,0,0,1,4.127134385045092,2,0.3208333333333333
0,use photo paper for good result,1,0,0,0,0,3.4339872044851463,1,0.7
0,load of red eye marginal pict in low light,0,1,0,0,0,3.7376696182833684,2,0.13333333333333333
0,terrible photo quality no flash mushy shutter button no lcd screen,0,2,1,0,0,4.189654742026425,0,-1.0
1,stunning output it be really jaw drop,1,0,0,0,0,3.6109179126442243,2,0.35
0,ringtone I want programmable ring tone !,0,0,0,0,1,3.6888794541139363,2,0.0
1,a feature pack camera without the large price tag,0,0,0,0,0,3.8918202981106265,1,0.21428571428571427
0,view finder do not frame same size as ccd display,0,0,0,1,0,3.8918202981106265,2,0.0
0,use a floppy disk as medium poor resolution high price,0,1,0,0,0,3.9889840465642745,2,-0.12000000000000001
0,complicate menus semi expensive accessory,0,1,0,0,0,3.713572066704308,0,-0.5
0,movie have no sound,0,0,1,0,0,2.9444389791664403,2,-0.2
0,color printing can be slow at high resolution,0,1,0,0,0,3.8066624897703196,2,-0.07000000000000002
1,fast printing and great quality,2,0,0,0,0,3.4339872044851463,2,0.5
0,machine be a little noisy,0,1,0,0,0,3.2188758248682006,0,-0.1875
0,carrier strap be too small,0,0,0,0,0,3.258096538021482,0,-0.25
0,battery life be day with minimal use after year,0,0,0,0,0,3.8501476017100584,0,-0.1
0,only meg chip with camera not the high resolution,0,0,0,1,0,3.8918202981106265,2,0.08
0,hiss in the earpiece,0,1,0,0,0,2.995732273553991,0,0.0
0,  slow lens camera can not be mount as a removeable drive on pc s,0,1,0,1,0,4.174387269895637,2,-0.30000000000000004
1,cost effective,1,0,0,0,0,2.6390573296152584,1,0.6
1,wonderful software include easy to use great picture quality lot of feature low cost,3,0,0,0,0,4.430816798843313,1,0.5583333333333333
0,no off on button,0,0,1,0,0,2.772588722239781,2,0.0
1,quality print and fast printing,1,0,0,0,0,3.4339872044851463,2,0.2
0,shutter remain open too long cause blurriness without tripod,0,0,0,0,0,4.0943445622221,1,-0.025
1,unbeatable price easy setup reliable,3,0,0,0,0,3.58351893845611,1,0.43333333333333335
1,great look photo relatively fast no paper jam,2,1,1,0,0,3.8066624897703196,1,0.5
1,signal strength lcd size style,0,0,0,0,0,3.4011973816621555,1,0.0
1,  x zoom use amp quot disc easy to use,1,0,0,0,0,3.6375861597263857,2,0.43333333333333335
1,good reception no antenna,1,0,1,0,0,3.2188758248682006,1,0.7
1,one unit into one fast and great product,2,0,0,0,0,3.6888794541139363,2,0.5
0,you must read the manual and play with the camera setting !,0,0,0,0,1,4.07753744390572,1,0.0
1,small lightweight sturdy good reception and cool look,3,0,0,0,0,3.970291913552122,1,0.26666666666666666
1,  mega pixle feature zoom style brandname screen battery,0,0,0,0,0,4.02535169073515,0,0.0
0,reception only average poor menu system lousy manual,0,2,0,0,0,3.9512437185814275,1,-0.2625
0,flimsy buggy poor performance,0,3,0,0,0,3.367295829986474,2,-0.4
1,take good picture,1,0,0,0,0,2.833213344056216,1,0.7
0,no legitimate complaint one warning see full review for detail,0,2,1,0,0,4.127134385045092,0,0.024999999999999994
0,ink cartridge do not last long enough and they be expensive each black and color !,1,1,0,1,1,4.406719247264253,0,-0.15166666666666667
0,do not hold up in the long run,0,0,0,1,0,3.4011973816621555,1,-0.05
1,fast voice recognition dialing,1,0,0,0,0,3.4011973816621555,2,0.2
0,too uncomfortable,0,1,0,0,0,2.833213344056216,0,-0.5
1,automatic poweron poweroff that be about it,0,0,0,0,0,3.7612001156935624,1,0.0
0,no additional lense expensive battery not enough zoom,1,1,1,1,0,3.970291913552122,0,-0.25
0,lens cover scratch the body unable to connect tv tft screen be hard to see under the sun lack lcd display on top of the camera,1,4,0,0,0,4.836281906951478,1,-0.09722222222222225
1,ease of use quality picture selectivity of picture,1,0,0,0,0,3.912023005428146,1,0.0
1,great inexpensive laser printing,2,0,0,0,0,3.4657359027997265,1,0.8
1,nice crisp color screen integrate datebook that work,3,0,0,0,0,3.9512437185814275,2,0.425
1,light cell phone ever have,0,0,0,0,0,3.258096538021482,2,0.4
0,none that I have,0,0,0,0,0,2.772588722239781,2,0.0
1,good text printing,1,0,0,0,0,2.8903717578961645,1,0.7
0,movie length cf door feel flimsy,0,1,0,0,0,3.4657359027997265,2,0.0
0,ink cartridge be expensive and this machine consume ink at a quick pace,0,1,0,0,0,4.2626798770413155,2,-0.08333333333333334
1,low operating cost low equipment cost,0,0,0,0,0,3.6109179126442243,2,0.0
1,compact sharp hi rez picture lot of feature,2,0,0,0,0,3.7612001156935624,1,-0.125
0,slow picture take possible lens issue amp slow picture review,0,3,0,0,0,4.110873864173311,2,-0.20000000000000004
0,nothing I can think of,0,0,0,0,0,3.091042453358316,2,0.0
1,cheap light as a cloud,0,2,0,0,0,3.091042453358316,0,0.4
1,print quality,0,0,0,0,0,2.5649493574615367,2,0.0
1,very sharp high resolution quick side printing,1,0,0,0,0,3.828641396489095,2,0.11027777777777777
1,simple to use decent picture quality for price,1,0,0,0,0,3.828641396489095,1,0.08333333333333333
0,only work with some version of windows ink be expensive speed be horrible,1,2,0,0,0,4.290459441148391,0,-0.5
0,no usb no lens cap strap no second eye for neck strap lcd poor in sunlite,0,1,1,0,0,4.290459441148391,1,-0.2
1,compact quality versatility mobile,2,0,0,0,0,3.5263605246161616,1,0.0
0,no usb connection but take advantage of the free usb card reader coupon,2,0,1,0,0,4.2626798770413155,1,0.4
0,full figure expensive,0,1,0,0,0,3.044522437723423,1,-0.07500000000000001
1,great picture great optical zoom range outstanding software package,3,0,0,0,0,4.204692619390966,1,0.7000000000000001
1,highly customizable from physical appearance to ring tone long standby time very very sturdy,1,0,0,0,0,4.5217885770490405,1,0.0925
0,not as versatile as the very expensive digital camera,1,1,0,1,0,3.970291913552122,2,-0.325
1,size be just right load with feature that most people use,1,0,0,0,0,4.04305126783455,1,0.39285714285714285
1,usb connection low price consumable excellent all around mid range printer,1,0,0,0,0,4.30406509320417,1,0.3333333333333333
0,  x optical battery life,0,0,0,0,0,3.1780538303479458,0,0.0
1,great handle wonderful storage capacity lightweight compact good quality picture,4,0,0,0,0,4.382026634673881,1,0.8333333333333334
0,may be inconvenient if you do not want to use a palm device,0,0,0,1,0,4.07753744390572,0,-0.6
1,great value for the price user friendly system car seat easily attach to shopping cart,2,0,0,0,0,4.454347296253507,1,0.5361111111111111
0,  mb memory stick be not enough wish the lcd be big,1,0,0,1,0,3.9318256327243257,2,0.0
0,not compatible with all macintosh system only mb internal memory,1,0,0,1,0,4.1588830833596715,1,0.0
0,battery life ringer volume,0,0,0,0,0,3.258096538021482,0,0.0
0,some similarity to nokia,0,0,0,0,0,3.1780538303479458,2,0.0
0,call glitch belt clip not include address book be clunky to use,0,2,0,1,0,4.143134726391533,0,0.0
0,poor design of external button awful camera quality,0,2,0,0,0,3.9318256327243257,0,-0.4666666666666666
0,no through the lens view at eye piece,0,0,1,0,0,3.6109179126442243,2,0.0
1,extremely rugged good contact functionality message,1,0,0,0,0,3.9318256327243257,1,0.2875
0,only x zoom expensive power adapter no simple usb driver,0,1,1,0,0,4.02535169073515,2,-0.16666666666666666
1,sturdy handle very well easy to fold up fully reclinable stylish,4,0,0,0,0,4.1588830833596715,1,0.37777777777777777
0,slightly big in size and weird number pad layout,0,1,0,0,0,3.871201010907891,0,-0.25
0,no include case,0,0,1,0,0,2.70805020110221,0,0.0
1,the reception be ok,0,0,0,0,0,2.9444389791664403,2,0.5
1,tough printer easy to use inexpensive fast quality printing,4,0,0,0,0,4.07753744390572,0,0.08148148148148149
1,good price ! great picture quality ! easy to learn ! unbeatable value !,4,0,0,0,1,4.2626798770413155,1,0.8506944444444445
0,disappointing if you be accustomed to nikon pro equipment !,0,1,0,0,1,4.07753744390572,0,-0.75
1,small size easy self portrait with degree pivot lens fairly simple to use good price,3,0,0,0,0,4.430816798843313,1,0.22083333333333333
0,not much of a zoom,0,0,0,1,0,2.8903717578961645,2,-0.1
1,ease of use small,1,0,0,0,0,2.833213344056216,2,-0.25
0,can not find way to get ringer,0,0,0,1,0,3.4011973816621555,0,0.0
1,much well resolution than hp deskjet,1,0,0,0,0,3.58351893845611,2,0.2
1,good audio quality battery life keypad photo video internet screen large memory advanced configuration possible,2,0,0,0,0,4.709530201312334,1,0.32857142857142857
0,noisy good only for individual user and soho user,1,1,0,0,0,3.8918202981106265,1,0.2333333333333333
0,battery life deteriorate fast !,1,1,0,0,1,3.4339872044851463,0,0.25
1,small size sleek design battery life intuitive user interface usb interface,2,0,0,0,0,4.31748811353631,0,-0.25
0,old phone so therefore it do not have a color display screen,0,0,0,1,0,4.0943445622221,2,0.1
0,flash work less reliable picture quality sag,2,1,0,0,0,3.784189633918261,2,-0.16666666666666666
0,battery life square design lack of standard ringer and background reception,0,1,0,0,0,4.31748811353631,0,0.0
0,photo print not overwhelming,0,1,0,1,0,3.332204510175204,1,-0.25
0,none none at all,0,0,0,0,0,2.772588722239781,2,0.0
1,ease of use ease of migrate file to pc or mac,2,0,0,0,0,3.8066624897703196,1,0.0
0,ink can be pricey,0,1,0,0,0,2.833213344056216,2,0.0
0,slow but not for the price,0,1,0,1,0,3.258096538021482,2,-0.30000000000000004
1,fabulous color screen incredible size ergonomic and well battery life,3,0,0,0,0,4.23410650459726,0,0.65
0,not a long battery life,0,0,0,1,0,3.1354942159291497,0,0.025
0,none really other than the m smartmedia card ship with camera a little small,0,0,0,0,0,4.330733340286331,2,-0.1875
0,hard on battery,0,1,0,0,0,2.70805020110221,0,-0.2916666666666667
1,small good quality color amp amp b amp amp w print,1,0,0,0,0,3.912023005428146,1,0.22499999999999998
1,a very classy and high perform phone,1,0,0,0,0,3.58351893845611,2,0.14500000000000002
0,do not like charger cord can not buy faceplate and there be no case for this phone,1,0,1,1,0,4.406719247264253,0,0.0
0,none,0,0,0,0,0,1.3862943611198906,2,0.0
0,maybe a little confusing at first,0,1,0,0,0,3.4965075614664802,2,-0.07916666666666666
1,low cost good print quality,1,0,0,0,0,3.295836866004329,1,0.35
1,inexpensive user friendly resolution vs price,2,0,0,0,0,3.8066624897703196,1,0.375
0,no mp player must remove battery to access mmc card,0,0,1,0,0,3.9318256327243257,0,0.0
1,excellent detail quality excellent overall printer color lcd accept many card type,2,0,0,0,0,4.406719247264253,1,0.625
1,compact great lcd screen good with battery life,3,0,0,0,0,3.8501476017100584,1,0.75
1,swivel lense nikon quality cost effective over long run,1,0,0,0,0,4.007333185232471,1,0.27499999999999997
0,none that I have notice,0,0,0,0,0,3.1354942159291497,2,0.0
1,great sound signal strength outstanding display a o k verizon,2,0,0,0,0,4.110873864173311,1,0.5666666666666668
0,chunky by today standard poor camera quality headphone socket be horrible,0,3,0,0,0,4.290459441148391,0,-0.4666666666666666
1,great feature very durable simple and easy to use,3,0,0,0,0,3.8918202981106265,1,0.35833333333333334
1,standby bluetooth gprs weight everything else,0,0,0,0,0,3.8066624897703196,1,0.0
0,battery life software be awkward,0,1,0,0,0,3.4657359027997265,0,-0.6
1,long talk time cheap price,0,1,0,0,0,3.258096538021482,1,0.17500000000000002
0,no usb port lightweight construction,0,0,1,0,0,3.58351893845611,2,0.0
0,unusually large size,0,1,0,0,0,2.995732273553991,2,0.21428571428571427
1,easy point and shoot great color and resolution very good battery life,3,0,0,0,0,4.248495242049359,2,0.7144444444444445
0,no bluetooth no camera not enough memory short headset cable,1,0,1,1,0,4.0943445622221,1,0.0
1,overall ruggedness battery life price picture clarity ease of use,2,0,0,0,0,4.174387269895637,0,0.0
0,small memory card and poor zoom mode,0,1,0,0,0,3.58351893845611,0,-0.325
0,chincey construction in earpiece housing cause no earpiece speaker volume reception can be spotty,0,1,1,0,0,4.574710978503383,2,0.0
1,excellent photo quality on glossy photo paper seperate ink color cartridge,1,0,0,0,0,4.30406509320417,1,1.0
1,good image for under,1,0,0,0,0,2.995732273553991,1,0.7
1,very easy to use,1,0,0,0,0,2.772588722239781,2,0.5633333333333334
0,small zoom,0,0,0,0,0,2.302585092994046,0,-0.25
0,no manual focus with super macro horrible battery life use lcd screen,1,1,1,0,0,4.23410650459726,0,-0.33333333333333337
0,not available in some area,1,0,0,1,0,3.258096538021482,2,-0.2
0,prone to crash,0,1,0,0,0,2.6390573296152584,0,0.0
1,quality size memory weight,0,0,0,0,0,3.258096538021482,1,0.0
0,weak flash some surprisingly unpredictable result lcd only viewfinder,0,2,0,0,0,4.23410650459726,1,-0.18055555555555555
0,black and white screen,0,0,0,0,0,3.091042453358316,1,-0.08333333333333333
1,easy to carry I always have it with I,1,0,0,0,0,3.6109179126442243,2,0.43333333333333335
1,good picture quality easy to use compact and small lighweight good feature,4,0,0,0,0,4.30406509320417,1,0.3958333333333333
1,quality product affordable price,1,0,0,0,0,3.4657359027997265,2,0.0
1,perfect size for upload to the web hold the equivalent of roll of film good quality picture,2,0,0,0,0,4.51085950651685,1,0.85
0,malfunction easily in spite warranty,0,1,0,0,0,3.58351893845611,2,0.43333333333333335
1,there be no pro worth put up with this phone for,1,0,1,0,0,3.871201010907891,1,0.3
0,horrendous warranty repair service,0,1,0,0,0,3.5263605246161616,1,0.0
1,good,1,0,0,0,0,1.3862943611198906,1,0.7
1,clear pic easy operation customizable feature,2,0,0,0,0,3.8066624897703196,1,0.26666666666666666
1,small sleek have all the basic feature work nicely user friendly,4,0,0,0,0,4.1588830833596715,1,0.18125
1,fast very quiet incredible photo quality on epson glossy photo paper excellent text render too,4,0,0,0,0,4.543294782270004,1,0.525
0,memory card be small,0,0,0,0,0,2.995732273553991,0,-0.25
1,cheap purchase price,0,1,0,0,0,2.995732273553991,0,0.4
0,will turn you into a rave lunatic obsess with how crappy your phone be,0,3,0,0,0,4.248495242049359,0,0.0
1,small lightweight attractive customization be easy,2,0,0,0,0,3.912023005428146,0,0.3277777777777778
1,software reception feature display image quality,0,0,0,0,0,3.871201010907891,1,0.0
0,bland color digital zoom degrade image,0,2,0,0,0,3.6375861597263857,0,-0.08333333333333333
0,slow than photo printer and can not do edge to edge printing,0,1,0,1,0,4.0943445622221,2,-0.30000000000000004
0,no usb port terrible sprint kyocera service to fix major bug,0,2,1,0,0,4.0943445622221,0,-0.46875
0,plain may have problem with slanted text,0,1,0,0,0,3.6888794541139363,0,-0.21428571428571427
1,fast sharp reliable,3,0,0,0,0,2.9444389791664403,1,0.037500000000000006
0,only m memory stick have to hold very still when use moon light shoot,0,0,0,0,0,4.23410650459726,0,0.20000000000000004
1,take great picture be very convenient and even take video clip with sound,2,0,0,0,0,4.290459441148391,1,0.4666666666666666
1,excellent picture compact size easy to use,3,0,0,0,0,3.7376696182833684,1,0.7166666666666667
1,superior outdoor pic quality in great light condition easy to operate very user friendly,4,0,0,0,0,4.477336814478207,1,0.4847222222222222
1,easy to use light weight battery life easy to read display,2,0,0,0,0,4.060443010546419,0,0.4222222222222222
0,hard to reach basket,0,1,0,0,0,2.995732273553991,2,-0.2916666666666667
0,size hard to open volume antennae,0,1,0,0,0,3.4965075614664802,2,-0.14583333333333334
1,battery life reception good useful feature,2,0,0,0,0,3.7376696182833684,1,0.5
0,slightly expensive usb not compatible with win memory stick be expensive for extra,2,2,0,1,0,4.406719247264253,1,-0.04999999999999999
0,silent mode fail to work when receive some call,2,1,0,0,0,3.8501476017100584,2,-0.25
0,crappy graphic poor and expensive tech support,1,3,0,0,0,3.828641396489095,2,-0.3
1,it be very compact and attractive the price be great,3,0,0,0,0,3.9512437185814275,1,0.6
1,typical nokia quality easy to use decent feature for the money cool new look,3,0,0,0,0,4.330733340286331,1,0.18393939393939393
1,versatile,1,0,0,0,0,2.1972245773362196,2,0.0
1,resolution speed ease of use price,1,0,0,0,0,3.5263605246161616,1,0.0
0,battery life case hard to find smallish display not small by today s standard,0,2,0,1,0,4.343805421853684,0,-0.05555555555555556
0,often malfunction use ink too fast horrible customer service,1,1,0,0,0,4.0943445622221,0,-0.4
1,have not have the phone long enough to come up with pro,1,0,0,1,0,4.007333185232471,1,-0.025
0,short battery life questionable reception,0,1,0,0,0,3.713572066704308,0,-0.25
1,small great picture x zoom movie and audio,1,0,0,0,0,3.7376696182833684,0,0.275
1,speaker phone have a nice feel,1,0,0,0,0,3.4011973816621555,2,0.6
1,  applicable from cdm small form factor easy to use,1,0,0,0,0,3.9318256327243257,0,0.09166666666666667
1,huge display rugge super battery life t text recognition pack with feature,1,0,0,0,0,4.30406509320417,0,0.36666666666666664
0,no con what so ever,0,0,1,0,0,2.9444389791664403,2,0.0
1,ultra small but very ergonomic camera,0,0,0,0,0,3.6109179126442243,0,-0.024999999999999994
1,small size great quality pic,1,0,0,0,0,3.332204510175204,0,0.275
0,still an overall large camera with a so so battery life,0,0,0,0,0,4.007333185232471,0,0.10714285714285714
1,pocket sized do the trick in most case,0,1,0,0,0,3.6375861597263857,0,0.5
0,fabric wear out easy and the padded seat come off with time,1,0,0,0,0,4.07753744390572,1,0.43333333333333335
1,great quality great price,2,0,0,0,0,3.2188758248682006,2,0.8
0,no ac dc converter no case,0,0,1,0,0,3.258096538021482,0,0.0
1,excellent image mm competitor excellent overall feature,2,0,0,0,0,4.007333185232471,1,0.6666666666666666
0,not the small available anymore,1,0,0,1,0,3.4339872044851463,0,0.07500000000000001
0,t much radiation not comfortable on ear,1,0,0,1,0,3.6635616461296463,0,0.0
0,kind of slow,0,1,0,0,0,2.4849066497880004,1,0.14999999999999997
1,small light easy to use simple,1,0,0,0,0,3.4011973816621555,0,0.14583333333333334
0,backlight display,0,0,0,0,0,2.833213344056216,2,0.0
1,a good overall phone excellent reception loud ringtone beautiful inner display,3,1,0,0,0,4.356708826689592,1,0.44166666666666665
1,many many feature great sound triband light weight,1,0,0,0,0,3.912023005428146,1,0.52
1,great color screen good volume nice size,3,0,0,0,0,3.6888794541139363,1,0.7000000000000001
1,small size zoom,0,0,0,0,0,2.70805020110221,0,-0.25
1,great look sporty feel and solid build seem durable big basket rain cover big wheel,4,0,0,0,0,4.418840607796598,1,0.2
0,no external flash fitting,0,0,1,0,0,3.2188758248682006,1,0.25
0,defective merchandise and no sense of responsibility by nextel or motorola,0,1,1,0,0,4.30406509320417,0,0.0
1,clear picture comfortable to use there be a lot you can do with this camera if you take the time to learn it,2,0,0,0,0,4.68213122712422,1,0.25
0,bulky battery life lack of bluetooth,0,2,0,0,0,3.58351893845611,0,0.0
1,good price good quality,2,0,0,0,0,3.1354942159291497,1,0.7
1,large screen battery life slide cover calendar calculator curve shape fit your hip,0,0,0,0,0,4.406719247264253,1,0.30714285714285716
1,very good picture quality and easy to use,2,0,0,0,0,3.713572066704308,1,0.6716666666666666
1,compact size excellent image excellent macro focus,3,0,0,0,0,3.912023005428146,1,1.0
0,low light be blurry flash be too much sometimes not enough mp,1,1,0,1,0,4.110873864173311,2,0.15000000000000002
0,you may need an exorcist,0,0,0,0,0,3.1780538303479458,2,0.0
0,some toner flake if you print on the backside no postscript support,1,1,1,0,0,4.204692619390966,0,0.0
0,picture be grainy mac sync be weak,0,2,0,0,0,3.5263605246161616,2,-0.375
0,have a mediocre vibrate function talk time battery life could be well,1,2,0,0,0,4.23410650459726,0,-0.5
0,not many faceplate to choose from lot of glare in sun hard to find accessory,0,2,0,1,0,4.330733340286331,1,-0.27083333333333337
0,see deficiency,0,1,0,0,0,2.6390573296152584,0,0.0
0,do not work,1,0,0,1,0,2.3978952727983707,2,0.0
0,medium quality image prior to enhancement,1,0,0,0,0,3.713572066704308,2,0.0
1,print fast easy to use inexpensive,3,0,0,0,0,3.5263605246161616,1,0.31666666666666665
0,can not print a lot of graphic customer service be not great,1,0,0,1,0,4.0943445622221,1,-0.2
0,agfa lie about product spec,0,1,0,0,0,3.295836866004329,0,0.0
0,lag time eat battery same as all mid range digital camera,0,1,0,0,0,4.04305126783455,0,0.0
0,be there any,0,0,0,0,0,2.4849066497880004,2,0.0
1,cheap color economic ink feature,0,1,0,0,0,3.4657359027997265,2,0.30000000000000004
1,ease to use,1,0,0,0,0,2.3978952727983707,1,0.0
0,everything it do not print properly,1,0,0,1,0,3.5553480614894135,2,0.0
1,price print quality ease of use,1,0,0,0,0,3.4339872044851463,1,0.0
0,poor flash,0,1,0,0,0,2.302585092994046,2,-0.4
1,beautiful accurate color fast,3,0,0,0,0,3.367295829986474,1,0.48333333333333334
1,reliable easy to use,2,0,0,0,0,2.995732273553991,1,0.43333333333333335
0,no automatic turn on,0,0,1,0,0,2.995732273553991,1,0.0
1,internet connectivity good datum storage compatibility with palm and thi application,1,0,0,0,0,4.430816798843313,1,0.7
1,sturdy effective reasonable display,3,0,0,0,0,3.5553480614894135,1,0.4
0,paper feeder get crazy,0,1,0,0,0,3.091042453358316,0,-0.6
1,inexpensive separate cartridge for color separate photo ink cartridge,1,0,0,0,0,4.23410650459726,0,0.0
1,super quiet print out sharp photo,3,0,0,0,0,3.4965075614664802,2,0.06944444444444443
1,excellent speaker phone voice ringer ringer,1,0,0,0,0,3.7612001156935624,0,1.0
1,sound quality battery life nice size and feel web access way email,1,0,0,0,0,4.189654742026425,0,0.5
1,light for the quality,0,0,0,0,0,3.044522437723423,2,0.4
0,wiggly frame hard to turn,0,1,0,0,0,3.2188758248682006,2,-0.2916666666666667
0,battery life short circuit problem,0,1,0,0,0,3.5263605246161616,0,0.0
0,only x dpi but for the price great,1,0,0,0,0,3.5263605246161616,2,0.4
1,stylish compact,2,0,0,0,0,2.70805020110221,1,0.5
1,fast quality printing for any project,1,0,0,0,0,3.6109179126442243,2,0.2
0,ugly case that cost extra no expansion module slot,0,1,1,0,0,3.912023005428146,0,-0.35
1,clear picture easy to use x zoom cute,3,0,0,0,0,3.6109179126442243,1,0.3444444444444444
1,free with most service plan,1,0,0,0,0,3.295836866004329,1,0.45
1,easy to use and wonderful quality,2,0,0,0,0,3.4965075614664802,1,0.7166666666666667
0,can not find personal ringtone for it,0,0,0,1,0,3.6109179126442243,1,0.0
0,poor flash lack of manual option,0,2,0,0,0,3.4657359027997265,1,-0.4
1,quick printer good quality,1,0,0,0,0,3.258096538021482,1,0.5166666666666666
1,easy to use nice picture good battery life,3,0,0,0,0,3.7376696182833684,1,0.5777777777777777
1,ease of use the menu feature automatic setting and usb connectivity,1,0,0,0,0,4.204692619390966,1,0.0
0,functionality battery life construction software lack of feature poor antenna extremely thick,0,2,0,0,0,4.532599493153256,0,-0.35
1,colour screen tri band bluetooth,0,0,0,0,0,3.4657359027997265,2,0.0
1,fast reliable and inexpensive,3,0,0,0,0,3.367295829986474,1,0.2
1,small great reception voice dial browser indiglo blue lcd outer i d screen variable vibrate alert,1,1,0,0,0,4.574710978503383,0,0.18333333333333335
0,drain battery,0,1,0,0,0,2.5649493574615367,0,0.0
0,price !,0,0,0,0,1,1.9459101490553132,2,0.0
0,have print make can be expensive so shop around,0,1,0,0,0,3.8501476017100584,2,-0.5
1,good camera body amp outlook photo with good detail sharpness and colour pleasing lens coating aa power,3,0,0,0,0,4.634728988229636,1,0.7
0,ummm the fact that someone would actually sell this,0,0,0,0,0,3.9318256327243257,1,0.0
0,horrible battery life phone prone to defect,0,2,0,0,0,3.7612001156935624,0,-1.0
0,somewhat expensive ink no border free printing or roll paper support,2,1,1,0,0,4.219507705176107,2,-0.04999999999999999
0,floppy do not hold much low light photo can be grainy but often fixable,0,1,0,1,0,4.2626798770413155,2,0.2
1,ease of use tv connection cable decent software interchangeable compact flash card in many size,3,0,0,0,0,4.553876891600541,1,0.3333333333333333
1,cheap lot of feature for the price,0,1,0,0,0,3.5263605246161616,2,0.4
1,color screen games wap browser polyphonic ring tone price,0,0,0,0,0,4.04305126783455,2,0.0
1,good image quality large number of creative control swivel lcd monitor,2,0,0,0,0,4.248495242049359,1,0.47142857142857136
1,well digital signal reception decent sound,2,0,0,0,0,3.7376696182833684,1,0.18888888888888888
1,good clarity ease of use and nicely design,4,0,0,0,0,3.7376696182833684,1,0.6499999999999999
0,not many different ring tone all the feature could be confuse for a first time user,0,1,0,1,0,4.418840607796598,1,0.0
0,very few feature no datum interface small,0,0,1,0,0,3.713572066704308,2,-0.255
0,terrible red eye problem,0,2,0,0,0,3.1780538303479458,0,-0.5
0,non removal mb flash card,0,0,0,0,0,3.2188758248682006,0,0.0
0,scheduler be not as great as a palm,1,0,0,1,0,3.5553480614894135,2,0.8
1,solid sturdy non color screen be visible in bright daylight color screen be not !,3,0,0,1,1,4.394449154672439,1,0.43750000000000006
1,a great cheap little printer,1,1,0,0,0,3.332204510175204,0,0.3375000000000001
1,easy to use great quality photo reasonably price,3,0,0,0,0,3.871201010907891,2,0.4777777777777778
0,need vibrate ring mode,0,1,0,0,0,3.091042453358316,2,0.0
0,control panel look intimidate but be easy once you know what all the button do,1,1,0,0,0,4.356708826689592,0,0.43333333333333335
0,obvious manufacture cost cut lousy workmanship,0,1,0,0,0,3.828641396489095,1,-0.25
1,take great picture amp amp be easy to use,2,0,0,0,0,3.713572066704308,2,0.6166666666666667
0,battery life and large size,0,0,0,0,0,3.295836866004329,0,0.21428571428571427
1,ease of use nice picture,2,0,0,0,0,3.1780538303479458,1,0.6
1,small easy to personalize secure,2,0,0,0,0,3.4657359027997265,0,0.19444444444444445
1,image quality video w sound,0,0,0,0,0,3.295836866004329,2,0.4
1,great photo quality easy to use great software download automatically lcd display on back,3,0,0,0,0,4.48863636973214,2,0.5083333333333333
1,memorystick duo slot digital camera big screen pc synch mp player jog dial button bluetooth,0,0,0,0,0,4.51085950651685,0,0.0
1,lighter more user friendly,2,0,0,0,0,3.258096538021482,1,0.4375
0,a twenty dollar camera sell for over three hundred,0,0,0,0,0,3.912023005428146,2,0.0
1,this digital beauty be a gem !,2,0,0,0,1,3.4011973816621555,1,0.0
1,rotate lcd lens attachment durable it be a sony,1,0,0,0,0,3.8501476017100584,1,0.0
0,can not take continuous pic too long to shoot,0,0,0,1,0,3.8066624897703196,0,-0.05
1,nice easily read screen good reception thoughtfully design easy accurate voice dialing,5,0,0,0,0,4.454347296253507,1,0.4944444444444444
1,nice round shape with rubber grip blue light,1,0,0,0,0,3.784189633918261,2,0.2
1,lightweight mpixel rotate head,0,0,0,0,0,3.4011973816621555,2,0.0
1,print job and ink level monitor,0,0,0,0,0,3.4339872044851463,1,0.0
0,scan item,0,0,0,0,0,2.1972245773362196,2,0.0
1,solid reliable feature rich easy to use,4,0,0,0,0,3.6635616461296463,1,0.26944444444444443
1,quick printing speed great resolution paper never jam,1,1,0,0,0,3.970291913552122,1,0.5666666666666667
0,color cartridge be high cost,0,0,0,0,0,3.332204510175204,0,0.16
